word,phon
musings,mjusɪŋz
interrupt,ɪntəɹʌpt
pumper,pʌmpɐ
whooped,wupt
badminton,bædmɪntən
nickers,nɪkəz
emissary,ɛmɪsəɹi
rests,ɹɛsts
quisling,kwɪslɪŋ
robots,ɹə‍ʊbɒts
spotlessly,spɒtləsli
stomping,stɒmpɪŋ
hobble,hɒbə‍l
transmitter,tɹænsmɪtɐ
retentions,ɹɪtɛnʃənz
permeates,pɜmɪe‍ɪts
chancing,t‍ʃɑnsɪŋ
caramels,kæɹəmɛlz
kneed,nid
chastening,t‍ʃe‍ɪstənɪŋ
cleanliness,klɛnlɪnəs
yucca,jukɐ
sixteen,sɪkstin
tabbies,tæbɪz
dispersed,dɪspɜsd
nutwood,nʌtwʊd
blackhead,blækhɛd
arsenical,ɑsnɪkə‍l
stanhope,stænhə‍ʊp
workhorse,wɜkhɔs
feelgood,filɡʊd
repertory,ɹɛpətəɹi
topping,tɒpɪŋ
cresting,kɹɛstɪŋ
silverfish,sɪlvəfɪʃ
ampulla,æmpʊlɐ
microbes,ma‍ɪkɹə‍ʊbz
poodles,pudə‍lz
joke,d‍ʒə‍ʊk
connects,kənɛkts
witch,wɪt‍ʃ
lodgers,lɒd‍ʒəz
jab,d‍ʒæb
dishonourable,dɪsɒnəɹəbə‍l
unbelieving,ʌnbɪlivɪŋ
colobus,kɒlɒbəs
citizenship,sɪtɪzənʃɪp
waved,we‍ɪvd
guests,ɡɛsts
underfoot,ʌndəfʊt
markswoman,mɑkswʊmən
canisters,kænɪstəz
sociopolitical,sə‍ʊsɪɒpəlɪtɪkə‍l
blowup,blə‍ʊʌp
feedback,fidbæk
breeders,bɹidəz
himself,hɪmsɛlf
shadowy,ʃædə‍ʊi
botches,bɒt‍ʃɪz
roar,ɹɔ
kopecks,kə‍ʊpəks
snagged,snæɡd
summarise,sʌməɹa‍ɪz
humpback,hʌmpbæk
exhilarating,ɛɡzɪlɐɹe‍ɪtɪŋ
unalloyed,ʌnælɔ‍ɪd
walker,wɔkɐ
solemnise,sɒlɪmna‍ɪz
frilly,fɹɪli
sandbagged,sændbæɡd
stoves,stə‍ʊvz
waddler,wɒdlɐ
pleached,plit‍ʃt
intercourse,ɪntəkɔs
festoon,fɛstun
expertise,ɛkspətiz
machinery,məʃinəɹi
vetoing,vitə‍ʊɪŋ
perilous,pɛɹɪləs
prospecting,pɹɒspɛktɪŋ
feelings,filɪŋz
chronicling,kɹɒnɪklɪŋ
hugeness,hjud‍ʒnəs
cauldrons,kɔldɹənz
propositioning,pɹɒpəzɪʃənɪŋ
mufflers,mʌfləz
lynched,lɪnt‍ʃt
chested,t‍ʃɛstɪd
kooky,kuki
swordcraft,sɔdkɹɑft
goatskin,ɡə‍ʊtskɪn
coddled,kɒdə‍ld
protested,pɹətɛstɪd
forefoot,fɔfʊt
swapper,swɒpɐ
capsizes,kæpsa‍ɪzɪz
detests,dɪtɛsts
artesian,ɑtizi‍ən
anointing,ɐnɔ‍ɪntɪŋ
aiding,e‍ɪdɪŋ
diss,dɪs
redacted,ɹɪdæktɪd
redoubts,ɹɪda‍ʊts
infertile,ɪnfɜta‍ɪl
minicam,mɪnɪkæm
thrawn,θɹɔn
suture,sut‍ʃɐ
devious,divɪəs
disharmony,dɪshɑməni
foppish,fɒpɪʃ
squirreled,skwɪɹə‍ld
meerkats,mi‍əkæts
permutations,pɜmjute‍ɪʃənz
physically,fɪzɪkli
nihilistic,na‍ɪəlɪstɪk
bots,bɒts
enrol,ɛnɹə‍ʊl
startup,stɑtʌp
phenomenons,fɪnɒmɪnənz
proposal,pɹəpə‍ʊzə‍l
clamshell,klæmʃɛl
confounding,kənfa‍ʊndɪŋ
daredevil,de‍ədɛvə‍l
statutorily,stæt‍ʃutəɹəli
vintage,vɪntɪd‍ʒ
revenant,ɹɛvənənt
flippers,flɪpəz
proofreading,pɹufɹidɪŋ
sill,sɪl
superiors,supi‍əɹɪəz
ontology,ɒntɒləd‍ʒi
courgettes,kɜd‍ʒɛts
godmothers,ɡɒdmʌðəz
fluidity,fluɪdɪti
livelihood,la‍ɪvlihʊd
inhumanely,ɪnhjume‍ɪnli
marshmallows,mɑʃmɐlə‍ʊz
costless,kɒstləs
prostate,pɹɒste‍ɪt
assuage,ɐswe‍ɪd‍ʒ
venial,vinɪəl
hiders,ha‍ɪdəz
permeated,pɜmɪe‍ɪtɪd
reengage,ɹiɛnɡe‍ɪd‍ʒ
infantryman,ɪnfəntɹɪmən
plagiarised,ple‍ɪd‍ʒəɹa‍ɪzd
echinoderm,ɛt‍ʃɪnə‍ʊdəm
spousal,spa‍ʊsə‍l
darkies,dɑkiz
gelatin,d‍ʒɛlɐtɪn
windfall,wɪndfɔl
redoubling,ɹɪdʌblɪŋ
doable,duəbə‍l
bilious,bɪlɪəs
hound,ha‍ʊnd
obituaries,ɒbɪt‍ʃɔɹiz
glossitis,ɡləsa‍ɪtɪs
omentum,ə‍ʊmɛntəm
endowment,ɛnda‍ʊmənt
rebus,ɹɪbjuz
write,ɹa‍ɪt
omicron,ə‍ʊmɪkɹɒn
tantrums,tɑntɹəmz
defeatists,dɪfitɪsts
taverns,tævənz
shamefully,ʃe‍ɪmfəli
icy,a‍ɪsi
bagpipers,bæɡpɪpəz
travelogues,tɹævɪlɒɡz
scuttle,skʌtə‍l
chambermaids,t‍ʃe‍ɪmbəme‍ɪdz
taxing,tæksɪŋ
ischaemia,ɪskimi‍ə
nibbler,nɪblɐ
bishoprics,bɪʃəpɹɪks
slander,slɑndɐ
weightier,we‍ɪtɪɐ
inspirations,ɪnspəɹe‍ɪʃənz
icefalls,a‍ɪsfɔlz
bloopers,blupəz
scammed,skæmd
smouldered,smə‍ʊldəd
tunicates,tjunɪke‍ɪts
prudish,pɹudɪʃ
transitioned,tɹænsɪʃənd
twirly,twɜli
abusers,ɐbjusəz
pikes,pa‍ɪks
sonars,sə‍ʊnɑz
knockwurst,nɒkwɜst
sylvan,sɪlvən
fan,fæn
interests,ɪntɹəsts
fireside,fa‍ɪ‍əsa‍ɪd
doglegs,dɒɡlɛɡz
hemiplegia,hɛmɪplid‍ʒɐ
gatehouse,ɡe‍ɪtha‍ʊs
voidable,vɔ‍ɪdəbə‍l
zigzagging,zɪɡzæɡɪŋ
immunisation,ɪmjuna‍ɪze‍ɪʃən
gluten,ɡlutən
corroding,kəɹə‍ʊdɪŋ
affectionate,ɐfɛkʃənət
soothsayers,suθse‍ɪəz
muddiness,mʌdɪnəs
logic,lɒd‍ʒɪk
undertow,ʌndətə‍ʊ
corpulent,kɔpjʊlənt
interstices,ɪntɜstɪsɪz
lei,le‍ɪ
trouble,tɹʌbə‍l
iridescent,ɪɹɪdɛsənt
seductively,sɪdʌktɪvli
apprentice,ɐpɹɛntɪs
waterlog,wɔtəlɒɡ
haemodialysis,himə‍ʊdɪæləsɪs
longhaired,ləŋhe‍əd
streak,stɹik
briefcases,bɹifke‍ɪsɪz
poo,pu
tarpaulins,tɑpəlɪnz
charwoman,t‍ʃɑwʊmən
visits,vɪzɪts
sublet,sʌblət
ocean,ə‍ʊʃən
capuchin,kæpət‍ʃɪn
squads,skwɒdz
treatment,tɹitmənt
madding,mædɪŋ
piddock,pɪdək
terrifies,tɛɹɪfa‍ɪz
hero,hi‍əɹə‍ʊ
spooned,spund
thinning,θɪnɪŋ
planned,plænd
woodcraft,wʊdkɹɑft
offensive,əfɛnsɪv
doorknobs,dɔnɒbz
geysers,ɡizəz
wobbles,wɒbə‍lz
dossers,dɒsəz
hassle,hæsə‍l
myna,minɐ
tangy,tæŋi
grahams,ɡɹe‍ɪəmz
manicures,mænɪkjɔz
allege,ɐlɛd‍ʒ
vernal,vɜnə‍l
conflates,kənfle‍ɪts
physiognomy,fɪzɪɒɡnəmi
loiter,lɔ‍ɪtɐ
neatness,nitnəs
bodysurf,bɒdɪsɜf
former,fɔmɐ
nomadic,nə‍ʊmædɪk
indoors,ɪndɔz
skipped,skɪpt
pupping,pʌpɪŋ
leave,liv
trio,tɹiə‍ʊ
typewriters,ta‍ɪpɹa‍ɪtəz
lath,lɑθ
transistors,tɹænzɪstəz
newts,njuts
firsts,fɜsts
bolster,bə‍ʊlstɐ
rawer,ɹæwɐ
role,ɹə‍ʊl
depreciating,dɪpɹiʃɪe‍ɪtɪŋ
struggle,stɹʌɡə‍l
only,ə‍ʊnli
lye,la‍ɪ
chill,t‍ʃɪl
fragmented,fɹæɡmɛntɪd
matchmakers,mæt‍ʃme‍ɪkəz
transient,tɹænsi‍ənt
entombment,ɛntummənt
perspective,pəspɛktɪv
burgundy,bɜɡʌndi
contentious,kəntɛnʃəs
parables,pæɹəbə‍lz
glaciers,ɡle‍ɪʃəz
roofers,ɹufəz
roughen,ɹʌfən
blacktail,blækte‍ɪl
unclothed,ʌnklə‍ʊðd
precautions,pɹɪkɔʃənz
orchestras,ɔkɛstɹəz
convenor,kənvɛnɐ
ooze,uz
intake,ɪnte‍ɪk
finishes,fɪnɪʃɪz
earphone,i‍əfə‍ʊn
quandary,kwɒndəɹi
hedonistic,hɛdənɪstɪk
whee,wi
bumming,bʌmɪŋ
synod,sɪnɒd
parquet,pɑke‍ɪ
hustings,hʌstɪŋz
lobelia,lə‍ʊbili‍ə
giblets,d‍ʒɪbləts
domiciliary,dɒmɪsɪli‍əɹi
sender,sɛndɐ
bigness,bɪɡnəs
doggone,dɒɡɒn
rampant,ɹæmpənt
pip,pɪp
goat,ɡə‍ʊt
brigade,bɹɪɡe‍ɪd
tzar,tsɑ
quietness,kwa‍ɪ‍ətnəs
domed,də‍ʊmd
symbols,sɪmbə‍lz
foam,fə‍ʊm
viper,va‍ɪpɐ
tabard,tæbɑd
administered,ɐdmɪnɪstəd
medlar,mɛdlɐ
kerbs,kɜbz
animosity,ænɪmɒsɪti
occur,əkɜ
braziers,bɹe‍ɪzi‍əz
pilling,pɪlɪŋ
inculcating,ɪnkəlke‍ɪtɪŋ
sidekick,sa‍ɪdkɪk
plucky,plʌki
reclamation,ɹɪklɐme‍ɪʃən
hurts,hɜts
ravage,ɹævɪd‍ʒ
decreased,dikɹisd
transvestites,tɹænsvɛsta‍ɪts
dasher,dæʃɐ
fulminate,fʊlmɪne‍ɪt
gristle,ɡɹɪsə‍l
ballad,bæləd
sprawling,spɹɔlɪŋ
pomelo,pɒmilə‍ʊ
arousal,ɐɹa‍ʊsə‍l
ruck,ɹʌk
interrogated,ɪntɛɹəɡe‍ɪtɪd
legislate,lɛd‍ʒɪsle‍ɪt
nitrogen,na‍ɪtɹəd‍ʒən
unburnt,ʌnbɜnt
arias,e‍əɹi‍əz
heath,hiθ
roguishly,ɹɒɡwɪʃli
fallowed,fælə‍ʊd
issuance,ɪsjuəns
tortured,tɔt‍ʃəd
cockatiel,kɒkɐtil
misquotation,mɪskwə‍ʊte‍ɪʃən
meritocratic,mɛɹɪtəkɹætɪk
thank,θæŋk
radii,ɹe‍ɪdɪa‍ɪ
voes,və‍ʊz
corporation,kɔpəɹe‍ɪʃən
covenanter,kʌvənəntɐ
dadas,dɑdəz
fauns,fɔnz
peat,pit
purposefully,pɜpəsfəli
homonyms,hɒmənɪmz
denominator,dɪnɒmɪne‍ɪtɐ
foliar,fə‍ʊli‍ə
precautionary,pɹɪkɔʃənəɹi
predominately,pɹɪdɒmɪne‍ɪtli
extinguish,ɛkstɪŋɡwɪʃ
incapability,ɪnke‍ɪpəbɪlɪti
caviar,kævɪɑ
reenactment,ɹiɛnæktmənt
footway,fʊtwe‍ɪ
forebears,fɔbe‍əz
skylarks,ska‍ɪlɑks
precursor,pɹɪkɜsɐ
chough,t‍ʃə‍ʊ
departed,dɪpɑtɪd
worrying,wʌɹɪɪŋ
hypostasis,ha‍ɪpə‍ʊste‍ɪsɪs
transepts,tɹænsɛpts
diddly,dɪdli
serai,sɛɹa‍ɪ
cambium,kæmbi‍əm
lasted,lɑstɪd
hadst,hædst
doffs,dɒfs
dickybird,dɪkɪbɜd
passerine,pɑsəɹin
congrats,kənɡɹæts
boliviano,bɒlɪvi‍ənə‍ʊ
finishers,fɪnɪʃəz
coteries,kə‍ʊtəɹiz
zombie,zɒmbi
lemonades,lɛməne‍ɪdz
fullest,fʊləst
triers,tɹa‍ɪəz
drupe,dɹup
translations,tɹænsle‍ɪʃənz
wipes,wa‍ɪps
micron,ma‍ɪkɹɒn
solitudes,sɒlɪtjudz
regent,ɹid‍ʒənt
climbable,kla‍ɪməbə‍l
predictably,pɹɪdɪktəbli
aces,e‍ɪsɪz
straightforward,stɹe‍ɪtfɔwəd
distort,dɪstɔt
souls,sə‍ʊlz
sunbeam,sʌnbim
trundling,tɹʌndlɪŋ
cereals,si‍əɹɪə‍lz
tougher,tʌfɐ
whither,wɪðɐ
comprehension,kɒmpɹɪhɛnʃən
descaled,dɪske‍ɪld
epitome,ɪpɪtəmi
unclear,ʌnkli‍ə
gravitates,ɡɹævɪte‍ɪts
squirmy,skwɜmi
pilgrimage,pɪlɡɹɪmɪd‍ʒ
sweatshops,swɛtʃɒps
acute,ɐkjut
tearless,ti‍ələs
possums,pɒsəmz
tripwires,tɹɪpwa‍ɪ‍əz
pacemaker,pe‍ɪsme‍ɪkɐ
groomed,ɡɹumd
approachable,ɐpɹə‍ʊt‍ʃəbə‍l
bagger,bæɡɐ
silhouette,sɪlʊwɛt
shmuck,ɛse‍ɪt‍ʃmʌk
farriery,fæɹɪəɹi
centipede,sɛntɪpid
southeast,sa‍ʊθist
loaders,lə‍ʊdəz
sprung,spɹʌŋ
leanness,linnəs
interrupts,ɪntəɹʌpts
corporations,kɔpəɹe‍ɪʃənz
shortfall,ʃɔtfɔl
silk,sɪlk
refurbish,ɹɪfɜbɪʃ
cardamon,kɑdəmən
personalty,pɜsənə‍lti
impotently,ɪmpətəntli
enciphered,ɛnsa‍ɪfəd
preponderant,pɹɪpɒndəɹənt
veronica,vəɹɒnɪkɐ
polyphony,pɒlɪfəni
communal,kəmjunə‍l
engrave,ɛnɡɹe‍ɪv
haired,he‍əd
narrators,nɐɹe‍ɪtəz
gooseneck,ɡusnɛk
lavished,lævɪʃt
pouched,pa‍ʊt‍ʃt
kowtowing,ka‍ʊta‍ʊɪŋ
freeholders,fɹihə‍ʊldəz
quicken,kwɪkən
admonished,ɐdmɒnɪʃt
appeal,ɐpil
ironworkers,a‍ɪ‍ənwɜkəz
splashes,splæʃɪz
tilled,tɪld
fussy,fʌsi
afternoons,ɑftənunz
flyovers,fla‍ɪə‍ʊvəz
altos,æltə‍ʊz
distress,dɪstɹɛs
muscles,mʌsə‍lz
muon,mjuɒn
vertebrae,vɜtɪbɹi
turbulently,tɜbjʊləntli
solder,sɒldɐ
engage,ɛnɡe‍ɪd‍ʒ
swarmed,swɔmd
cherub,t‍ʃɛɹʌb
dynamics,da‍ɪnæmɪks
stonewalls,stə‍ʊnwɔlz
neutral,njutɹə‍l
chaises,ʃe‍ɪzɪz
fruiterer,fɹutəɹɐ
beaver,bivɐ
reeves,ɹivz
impassively,ɪmpɑsɪvli
firesides,fa‍ɪ‍əsa‍ɪdz
deathly,dɛθli
lifebelts,la‍ɪfbɛlts
ointment,ɔ‍ɪntmənt
brushstrokes,bɹʌʃstɹə‍ʊks
blemished,blɛmɪʃt
backache,bæke‍ɪk
depressant,dɪpɹɛsənt
ovulation,ɒvjʊle‍ɪʃən
smoldering,smə‍ʊldəɹɪŋ
optimistic,ɒptɪmɪstɪk
investigative,ɪnvɛstɪɡətɪv
cunningly,kʌnɪŋli
chaise,ʃe‍ɪz
moseying,mə‍ʊsɪɪŋ
disinherit,dɪsɪnhɛɹɪt
blackbird,blækbɜd
whopping,wɒpɪŋ
whitetail,wa‍ɪtte‍ɪl
airgun,e‍əɡʌn
corporeal,kɔpɔɹi‍əl
upended,ʌpɛndɪd
protuberant,pɹətjubəɹənt
sensitiveness,sɛnsɪtɪvnəs
trawling,tɹɔlɪŋ
superimpose,supəɹɪmpə‍ʊz
stalks,stɔks
lemmings,lɛmɪŋz
jeep,d‍ʒip
woops,wups
amoebas,ɐmibəz
lambada,læmbɑdɐ
gentlefolk,d‍ʒɛntə‍lfə‍ʊk
yaks,jæks
uncorrupted,ʌnkəɹʌptɪd
diurnal,dɪɜnə‍l
incentivisation,ɪnsɛntɪva‍ɪze‍ɪʃən
reactivates,ɹɪæktɪve‍ɪts
resistance,ɹɪsɪstəns
lip,lɪp
saltwater,sɒltwɔtɐ
picturing,pɪkt‍ʃəɹɪŋ
fascistic,fæʃɪstɪk
anchorages,ænkəɹɪd‍ʒɪz
carbines,kɑba‍ɪnz
recouped,ɹɪkupt
cruising,kɹuzɪŋ
tends,tɛndz
quilt,kwɪlt
rotations,ɹə‍ʊte‍ɪʃənz
distasteful,dɪste‍ɪstfə‍l
cannons,kænənz
basters,bɑstəz
bovine,bə‍ʊva‍ɪn
subscriber,səbskɹa‍ɪbɐ
frustratingly,fɹʌstɹe‍ɪtɪŋli
recorder,ɹɪkɔdɐ
borscht,bɔʃt
guillotine,ɡɪlətin
debates,dɪbe‍ɪts
evasion,ɪve‍ɪʒən
franchises,fɹɑnt‍ʃa‍ɪzɪz
cardigan,kɑdɪɡən
elephantiasis,ɛlɪfɑnʃɪæsiz
brent,bɹɛnt
preparing,pɹɪpe‍əɹɪŋ
myopia,ma‍ɪə‍ʊpi‍ə
divides,dɪva‍ɪdz
modernisations,mɒdəna‍ɪze‍ɪʃənz
deforest,dɪfɒɹɪst
distinctly,dɪstɪŋktli
raff,ɹæf
plaints,ple‍ɪnts
prudential,pɹudɛnʃə‍l
sippers,sɪpəz
ramrod,ɹæmɹɒd
inclinometer,ɪnklɪnɒmɪtɐ
harness,hɑnɪs
friend,fɹɛnd
toiled,tɔ‍ɪld
voyager,vɔ‍ɪɪd‍ʒɐ
recriminations,ɹɪkɹɪmɪne‍ɪʃənz
coating,kə‍ʊtɪŋ
computers,kəmpjutəz
outfitted,a‍ʊtfɪtɪd
palmer,pɑmɐ
tonsil,tɒnsə‍l
substantiates,səbstænʃɪe‍ɪts
audiovisual,ɔdɪə‍ʊvɪʒuə‍l
ripped,ɹɪpt
blogger,blɒɡɐ
tartly,tɑtli
warmed,wɔmd
vaginal,væd‍ʒɪnə‍l
kippering,kɪpəɹɪŋ
recumbent,ɹɪkʌmbənt
boreholes,bɔhə‍ʊlz
wombs,wumz
dispensers,dɪspɛnsəz
spent,spɛnt
octave,ɒktɪv
plaintive,ple‍ɪntɪv
cafeterias,kæfɪti‍əɹɪəz
confuses,kənfjuzɪz
threesomes,θɹisʌmz
exfoliant,ɛksfə‍ʊli‍ənt
chains,t‍ʃe‍ɪnz
bumbler,bʌmblɐ
druid,dɹuɪd
uncaged,ʌnke‍ɪd‍ʒd
ingests,ɪnd‍ʒɛsts
cosmetics,kɒzmɛtɪks
spiciness,spɪsɪnɛs
forgotten,fəɡɒtən
boggle,bɒɡə‍l
spirt,spɜt
valentine,vælənta‍ɪn
marabou,mæɹɐbu
coinciding,kə‍ʊɪnsa‍ɪdɪŋ
palming,pɑmɪŋ
untested,ʌntɛstɪd
ricing,ɹa‍ɪsɪŋ
tribune,tɹɪbjun
theorems,θi‍əɹəmz
cento,sɛntə‍ʊ
chasm,kæzəm
dancing,dɑnsɪŋ
crassness,kɹɑsnəs
complexity,kəmplɛksɪti
hectare,hɛkte‍ə
individual,ɪndɪvɪd‍ʒuə‍l
nattily,nætɪli
osmosis,ɒzmə‍ʊsɪs
funnyman,fʌnɪmən
terrifying,tɛɹɪfa‍ɪɪŋ
eyes,a‍ɪz
mitre,ma‍ɪtɐ
contractors,kəntɹæktəz
mercury,mɜkjʊɹi
climaxing,kla‍ɪmæksɪŋ
ridges,ɹɪd‍ʒɪz
plants,plænts
looming,lumɪŋ
entitled,ɛnta‍ɪtə‍ld
tenuously,tɛnjuəsli
depravity,dɪpɹævɪti
gussy,ɡʌsi
obscenely,ɒbsinli
fringing,fɹɪnd‍ʒɪŋ
sorely,sɔli
loftiness,lɒftɪnəs
donor,də‍ʊnɐ
decorated,dɛkəɹe‍ɪtɪd
hoped,hə‍ʊpt
specially,spɛʃə‍li
yonks,jɒŋks
pushbike,pʊʃba‍ɪk
ploughs,pla‍ʊz
grope,ɡɹə‍ʊp
abbreviates,ɐbɹivɪe‍ɪts
crossbreed,kɹɒsbɹid
shaver,ʃe‍ɪvɐ
redrawn,ɹidɹɔn
medicates,mɛdɪke‍ɪts
paramour,pæɹɐmɔ
stent,stɛnt
vamoose,væmus
bookstall,bʊkstɔl
retrospection,ɹɛtɹə‍ʊspɛkʃən
cheese,t‍ʃiz
propels,pɹəpɛlz
syrinx,sɪɹɪŋks
pie,pa‍ɪ
condemnation,kɒndɪmne‍ɪʃən
planed,ple‍ɪnd
lunula,lʌnjʊlɐ
mortifyingly,mɔtɪfa‍ɪɪŋli
commutation,kɒmjute‍ɪʃən
wench,wɛnt‍ʃ
monogram,mɒnə‍ʊɡɹæm
dockers,dɒkəz
sunhats,sʌnhæts
strata,stɹɑtɐ
tankful,tæŋkfə‍l
sexuality,sɛkʃuælɪti
racquet,ɹæke‍ɪ
refers,ɹɪfɜz
missed,mɪst
gateways,ɡe‍ɪtwe‍ɪz
ochrey,ɒkɹi
potties,pɒtɪz
pup,pʌp
peacemakers,pisme‍ɪkəz
toboggan,təbɒɡən
chaotic,ke‍ɪɒtɪk
rewire,ɹɪwa‍ɪ‍ə
locative,lə‍ʊkætɪv
pommies,pɒmɪz
conceived,kənsivd
ferrymen,fɛɹɪmɛn
reassuring,ɹiəʃjɔɹɪŋ
crucial,kɹuʃə‍l
medicaid,mɛdɪke‍ɪd
oak,ə‍ʊk
handsomely,hændsʌmli
diabolo,da‍ɪæbələ‍ʊ
hurricane,hʌɹɪke‍ɪn
honing,hə‍ʊnɪŋ
skatole,skætə‍ʊl
flights,fla‍ɪts
alpaca,ælpækɐ
disenfranchised,dɪsɛnfɹɑnt‍ʃa‍ɪzd
lifted,lɪftɪd
insufficient,ɪnsəfɪʃənt
windsurfer,wɪndsɜfɐ
suntanned,sʌntænd
admires,ɐdma‍ɪ‍əz
calx,kælks
overshadows,ə‍ʊvəʃædə‍ʊz
superfluous,supɜfluəs
absorbing,ɐbsɔbɪŋ
stoma,stə‍ʊmɐ
leucotomies,lukɒtəmɪz
magus,mæɡəs
namesake,ne‍ɪmse‍ɪk
prose,pɹə‍ʊz
rancho,ɹɑnt‍ʃə‍ʊ
soffit,sɒfɪt
silversmiths,sɪlvəsmɪθs
baldy,bɔldi
gamy,ɡe‍ɪmi
