word,phon
avorteur,avɔʁtœʁ
minotier,minɔtje
chacal,ʃakal
cartiez,kaʁtje
malhabile,malabil
repeignissent,ʁəpɛɲis
énervai,enɛʁvɛ
cuisinait,kɥizinɛ
quitterai,kitəʁɛ
refoulons,ʁəfulɔ
rééditerais,ʁeeditəʁɛ
occulté,ɔkylte
froncèrent,fʁɔsɛʁ
téméraire,temeʁɛʁ
échancrerez,eʃɑkʁəʁe
démontrerez,demɔtʁəʁe
maugréâtes,mogʁeat
grisiez,gʁizje
fendillai,fɑdijɛ
reconnaîtrez,ʁəkɔnɛtʁe
bourguignon,buʁgiɲɔ
flemmarderions,flɛmaʁdəʁjɔ
repartis,ʁəpaʁti
concerterions,kɔsɛʁtəʁjɔ
mensualisâmes,mɑsɥalizam
soutiriez,sutiʁje
radiiez,ʁadije
reliasse,ʁəljas
dispensateurs,dispɑsatœʁ
désagrègeriez,dezagʁɛʒəʁje
désenfumassent,dezɑfymas
dévalisassions,devalizasjɔ
engraissai,ɑgʁɛsɛ
réincarnées,ʁeɛkaʁne
roucoulons,ʁukulɔ
cambriolait,kɑbʁijɔlɛ
bruinant,bʁɥinɑ
embarquée,ɑbaʁke
douons,dwɔ
peintres,pɛtʁ
dégringolas,degʁɛgɔla
démoralisée,demɔʁalize
Tasmanie,tasmani
valablement,valabləmɑ
boulotter,bulɔte
débitons,debitɔ
empirant,ɑpiʁɑ
chrétiennes,kʁetjɛn
transportant,tʁɑspɔʁtɑ
obnubilerais,ɔbnybiləʁɛ
ballonnerais,balɔnəʁɛ
tolèreriez,tɔlɛʁəʁje
mâchait,maʃɛ
démantèlent,demɑtɛl
inorganisée,inɔʁganize
identifierai,idɑtifjəʁɛ
déroulés,deʁule
métaphoriques,metafɔʁik
incultivé,ɛkyltive
acharnerait,aʃaʁnəʁɛ
subissions,sybisjɔ
sélectionnés,selɛksjɔne
urineront,yʁinəʁɔ
proposeraient,pʁɔpozəʁɛ
affilient,afili
ruaient,ʁɥɛ
pataugions,patoʒjɔ
paressassions,paʁɛsasjɔ
collecté,kɔlɛkte
accule,akyl
diversifiassent,divɛʁsifjas
rééduqués,ʁeedyke
materniserez,matɛʁnizəʁe
écumèrent,ekymɛʁ
couvertes,kuvɛʁt
émerveillasses,emɛʁvejas
résumés,ʁezyme
traversassent,tʁavɛʁsas
alumines,alymin
ingèrerai,ɛʒɛʁəʁɛ
rataplan,ʁataplɑ
crayonnerez,kʁɛjɔnəʁe
chuchotés,ʃyʃɔte
rudoya,ʁydwaja
coassera,kɔasəʁa
reçus,ʁəsy
mûrira,myʁiʁa
prononceriez,pʁɔnɔsəʁje
calfatées,kalfate
soignassions,swaɲasjɔ
crevassassiez,kʁəvasasje
surcomprimerons,syʁkɔpʁiməʁɔ
encensée,ɑsɑse
lèpres,lɛpʁ
développas,devlɔpa
repeindra,ʁəpɛdʁa
enregistreriez,ɑʁəʒistʁəʁje
balsamique,balzamik
grossirait,gʁosiʁɛ
exclama,ɛksklama
resalir,ʁəsaliʁ
mentiriez,mɑtiʁje
suturées,sytyʁe
syndicalisait,sɛdikalizɛ
compulsai,kɔpylsɛ
flippée,flipe
cachetais,kaʃətɛ
valsés,valse
hypnotiseuses,ipnɔtizøz
patouillerai,patujəʁɛ
performants,pɛʁfɔʁmɑ
cisjordanienne,sisʒɔʁdanjɛn
signalisation,siɲalizasjɔ
promulguant,pʁomylgɑ
insurgeâtes,ɛsyʁʒat
enlisa,ɑliza
atmosphériques,atmɔsfeʁik
effeuilliez,efœje
fourrures,fuʁyʁ
ensanglantera,ɑsɑglɑtəʁa
copiasses,kɔpjas
gorger,gɔʁʒe
introuvable,ɛtʁuvabl
découlerais,dekuləʁɛ
musclées,myskle
vieillies,vjeji
rembarquassions,ʁɑbaʁkasjɔ
examinent,ɛgzamin
pansé,pɑse
blairai,blɛʁɛ
titrasses,titʁas
fumage,fymaʒ
tatouage,tatwaʒ
dynamiterai,dinamitəʁɛ
stipendierai,stipɑdjəʁɛ
schlingués,ʃlɛge
démaillent,demaj
coupés,kupe
coordonnerions,kɔɔʁdɔnəʁjɔ
agrandirais,agʁɑdiʁɛ
dresses,dʁes
coffras,kɔfʁa
paisibles,pezibl
franchisées,fʁɑʃize
décongèlerai,dekɔʒɛləʁɛ
flashât,flaʃa
arasée,aʁaze
excédiez,ɛksedje
frétions,fʁetjɔ
théorisas,teɔʁiza
sanglasses,sɑglas
dirigeait,diʁiʒɛ
humilierait,ymiljəʁɛ
repaya,ʁəpeja
gonflassions,gɔflasjɔ
contresigne,kɔtʁəsiɲ
Chypre,ʃipʁ
alarmeront,alaʁməʁɔ
propergols,pʁɔpɛʁgɔl
étranglasse,etʁɑglas
racontâmes,ʁakɔtam
désoxydés,dezɔkside
évasives,evaziv
filerons,filəʁɔ
temporisâmes,tɑpɔʁizam
déposèrent,depozɛʁ
orthographe,ɔʁtɔgʁaf
démasques,demask
escrimais,ɛskʁimɛ
lanternât,lɑtɛʁna
clignoteront,kliɲɔtəʁɔ
madérisai,madeʁizɛ
empourpras,ɑpuʁpʁa
commercions,kɔmɛʁsjɔ
réarmements,ʁeaʁməmɑ
affairèrent,afɛʁɛʁ
déprîmes,depʁim
préceptrices,pʁesɛptʁis
réexpédierai,ʁeɛkspedjəʁɛ
congédiasses,kɔʒedjas
graciai,gʁasjɛ
subjuguât,sybʒyga
intransitif,ɛtʁɑzitif
colorié,kɔlɔʁje
déambulaient,deɑbylɛ
terrerait,tɛʁəʁɛ
teindrons,tɛdʁɔ
récapitulerait,ʁekapityləʁɛ
subséquent,sybsekɑ
chahutent,ʃayt
modernité,mɔdɛʁnite
modifie,mɔdifi
réfugiassiez,ʁefyʒjasje
repercera,ʁəpɛʁsəʁa
grenellerai,gʁɛnələʁe
chimère,ʃimɛʁ
inquiétait,ɛkjetɛ
équilibras,ekilibʁa
ajourna,aʒuʁna
réécoutons,ʁeekutɔ
dévoilement,devwalmɑ
pontifierai,pɔtifjəʁɛ
troublées,tʁuble
taras,taʁa
rebattront,ʁəbatʁɔ
vertébrale,vɛʁtebʁal
dégorgeriez,degɔʁʒəʁje
étincellerais,etɛsəlɛʁɛ
réimplantes,ʁeɛplɑt
éloignera,elwaɲəʁa
cinglerons,sɛgləʁɔ
privilégiai,pʁivileʒjɛ
bistras,bistʁa
démarquons,demaʁkɔ
paravents,paʁavɑ
cocasseries,kɔkasʁi
arrachasses,aʁaʃas
abaissements,abɛsmɑ
dissimulerai,disimyləʁɛ
mâtinés,matine
texan,tɛksɑ
aimantent,ɛmɑt
vagabondages,vagabɔdaʒ
cubaines,kybɛn
épluchures,eplyʃyʁ
rapprochons,ʁapʁɔʃɔ
cymbalier,sɛbalje
unifieront,ynifjəʁɔ
surchargèrent,syʁʃaʁʒɛʁ
tronquent,tʁɔk
préférassiez,pʁefeʁasje
lèvent,lɛv
verdiriez,vɛʁdiʁje
antan,ɑtɑ
glacent,glas
biquets,bikɛ
engueulas,ɑgœla
pluvieuses,plyvjøz
rivetaient,ʁivətɛ
surcomprima,syʁkɔpʁima
pers,pɛʁ
pyrograveras,piʁɔgʁavəʁa
vissais,visɛ
filiforme,filifɔʁm
claudiquer,klodike
votantes,vɔtɑt
stipendiasses,stipɑdjas
fluviale,flyvjal
désargentai,dezaʁʒɑtɛ
grilla,gʁija
désaffectés,dezafɛkte
barricaderais,baʁikadəʁɛ
grenu,gʁəny
vaccins,vaksɛ
opacifiâtes,ɔpasifjat
féminisât,feminiza
clochardiserais,klɔʃaʁdizəʁɛ
préfacerez,pʁefasəʁe
promo,pʁɔmo
auditassent,oditas
retraçasses,ʁətʁasas
entameriez,ɑtaməʁje
abdominal,abdɔminal
déconcerteriez,dekɔsɛʁtəʁje
niaise,njɛz
bittent,bit
prouve,pʁuv
retendrai,ʁətɑdʁɛ
pédalai,pedalɛ
sentier,sɑtje
auriges,ɔʁiʒ
internerons,ɛtɛʁnəʁɔ
filocha,filɔʃa
racornît,ʁakɔʁni
forniquait,fɔʁnikɛ
mincirions,mɛsiʁjɔ
roucoulerai,ʁukuləʁɛ
azurâtes,azyʁat
prophylaxie,pʁɔfilaksi
dialysât,djaliza
ozonisèrent,ozɔnizɛʁ
entrecroisons,ɑtʁəkʁwazɔ
épandissions,epɑdisjɔ
révulserez,ʁevylsəʁe
vasomotrice,vazɔmɔtʁis
réflectifs,ʁeflɛktif
aborderez,abɔʁdəʁe
tâcheras,taʃəʁa
névralgique,nevʁalʒik
crayonné,kʁɛjɔne
assénerais,asenəʁɛ
veinerai,vɛnəʁɛ
proliférons,pʁɔlifeʁɔ
retaperions,ʁətapəʁjɔ
pipés,pipe
exercerais,ɛgzɛʁsəʁɛ
suicide,sɥisid
loferaient,lɔfəʁɛ
terreriez,tɛʁəʁje
échauffera,eʃofəʁa
débordons,debɔʁdɔ
masques,mask
panachasse,panaʃas
accable,akabl
éliminèrent,eliminɛʁ
préposés,pʁepoze
volleyerions,vɔlɛjəʁjɔ
sténographie,stenɔgʁafi
flageolasses,flaʒɔlas
agrandirent,agʁɑdiʁ
braisons,bʁɛzɔ
abaissâtes,abɛsat
arquât,aʁka
boulangers,bulɑʒe
dégoutterez,degutəʁe
remodelé,ʁəmɔdəle
néphrétique,nefʁetik
horizontal,ɔʁizɔtal
théoriquement,teɔʁikmɑ
fronderai,fʁɔdəʁɛ
apparatchiks,apaʁatʃik
engorgeâmes,ɑgɔʁʒam
excises,ɛksiz
aveulîmes,avølim
sauvegarderai,sovgaʁdəʁɛ
localisiez,lɔkalizje
sanctionnez,sɑksjɔne
entortillerait,ɑtɔʁtijəʁɛ
délirera,deliʁəʁa
arboreront,aʁbɔʁəʁɔ
bassines,basin
clocherait,klɔʃəʁɛ
nuancées,nɥɑse
stellaires,stelɛʁ
renfonçant,ʁɑfɔsɑ
cuverait,kyvəʁɛ
débaptiserez,debatizəʁe
obsèderai,ɔpsɛdəʁɛ
dirigeront,diʁiʒəʁɔ
déchiquetterai,deʃikɛtəʁɛ
sellons,sɛlɔ
dinguâtes,dɛgat
limâmes,limam
amazone,amazon
ponctionnèrent,pɔksjɔnɛʁ
alunissons,alynisɔ
glandouiller,glɑduje
replanteriez,ʁəplɑtəʁje
vaquant,vakɑ
calcina,kalsina
accomplirait,akɔpliʁɛ
soubrette,subʁɛt
indépendantes,ɛdepɑdɑt
résonance,ʁezɔnɑs
postdateras,pɔstdatəʁa
impétrants,ɛpetʁɑ
coing,kwɛ
panthéiste,pɑteist
autre,otʁ
dégoutterons,degutəʁɔ
précariserions,pʁekaʁizəʁjɔ
huèrent,ʼɥɛʁ
blasasses,blazas
dialectale,djalɛktal
boulangères,bulɑʒɛʁ
tassées,tase
antéposées,ɑtepoze
commutasses,kɔmytas
surclassaient,syʁklasɛ
séparatiste,sepaʁatist
émanciperai,emɑsipəʁɛ
fassions,fəʁasjɔ
docte,dɔkt
remanierais,ʁəmanjəʁɛ
sustente,systɑt
ornemental,ɔʁnəmɑtal
salissures,salisyʁ
annihilions,aniiljɔ
déposant,depozɑ
inféode,ɛfeɔd
panhellénisme,panelenism
fâchant,faʃɑ
maçonneriez,masɔnəʁje
enleva,ɑləva
môle,mol
enchaînements,ɑʃɛnmɑ
déshumanises,dezymaniz
constipât,kɔstipa
accrochages,akʁɔʃaʒ
reproduiront,ʁəpʁɔdɥiʁɔ
batifoliez,batifɔlje
exceptassiez,ɛksɛptasje
séculariseras,sekylaʁizəʁa
dentelât,dɑtəlɑ
écroulais,ekʁulɛ
réapprendre,ʁeapʁɑdʁ
délaces,delas
raterais,ʁatəʁɛ
altérât,alteʁɑ
entonnerons,ɑtɔnəʁɔ
cureras,kyʁəʁa
solidifiai,sɔlidifjɛ
défrichasse,defʁiʃas
tassée,tase
participeront,paʁtisipəʁɔ
rapatrias,ʁapatʁija
parachever,paʁaʃve
monnayés,mɔnɛje
dépanneront,depanəʁɔ
intimisme,ɛtimism
fragmentai,fʁagmɑtɛ
réfutées,ʁefyte
contrefais,kɔtʁəfɛ
criminaliseras,kʁiminalizəʁa
dérapasse,deʁapas
transforment,tʁɑsfɔʁm
crieraient,kʁijəʁɛ
transbordais,tʁɑsomebodyɔʁdɛ
précipitées,pʁesipite
cabillauds,kabijo
rouillassent,ʁujas
frisonne,fʁizɔn
architecturé,aʁʃitɛktyʁe
aigrîtes,egʁit
inusable,inyzabl
vengerons,vɑʒəʁɔ
rogneriez,ʁɔɲəʁje
radiesthésies,ʁadjɛstezi
renouas,ʁənwa
efforçassiez,efɔʁsasje
néonazi,neɔnazi
habilliez,abije
arguais,aʁgeɥɛ
décernassions,desɛʁnasjɔ
deveniez,dəvənje
désinflation,dezɛflasjɔ
bitumerez,bityməʁe
retremperait,ʁətʁɑpəʁɛ
amarinerions,amaʁinəʁjɔ
océanologies,ɔseanɔlɔʒi
voluptueusement,vɔlyptɥøzmɑ
remblayait,ʁɑblejɛ
loferai,lɔfəʁɛ
rayonnées,ʁɛjɔne
blairiez,blɛʁje
humât,ʼyma
prendrez,pʁɑdʁe
féliciteras,felisitəʁa
arrachons,aʁaʃɔ
détentes,detɑt
bienséants,bjɛseɑ
abdiquerai,abdikəʁɛ
fraîchement,fʁɛʃmɑ
ouate,wat
poternes,pɔtɛʁn
télédiffusé,teledifyze
disposition,dispozisjɔ
ristournerais,ʁistuʁnəʁɛ
sienne,sjɛn
profiteraient,pʁɔfitəʁɛ
forerez,fɔʁəʁe
culmineras,kylminəʁa
caramélisaient,kaʁamelizɛ
incantatoire,ɛkɑtatwaʁ
surjetterais,syʁʒɛtəʁɛ
aménageaient,amenaʒɛ
obtempéré,ɔptɑpeʁe
accompagnassiez,akɔpaɲasje
essoufflez,esufle
jouissant,ʒwisɑ
goujonnèrent,guʒɔnɛʁ
extradas,ɛkstʁada
angéliques,ɑʒelik
persécutât,pɛʁsekyta
bramai,bʁamɛ
boudineras,budinəʁa
colmaterions,kɔlmatəʁjɔ
débâchai,debaʃɛ
candide,kɑdid
réponse,ʁepɔs
interchangeable,ɛtɛʁʃɑʒabl
pause,poz
bouffirez,bufiʁe
glanai,glanɛ
détaillasses,detajas
souffreteuse,sufʁətøz
charnu,ʃaʁny
diffèrent,difɛʁ
enfumèrent,ɑfymɛʁ
exagères,ɛgzaʒɛʁ
radoubâmes,ʁadubam
envahie,ɑvai
plâtrait,platʁɛ
tempêterais,tɑpɛtəʁɛ
réutilisables,ʁeytilizabl
moulinâmes,mulinam
décrochèrent,dekʁɔʃɛʁ
reprogrammions,ʁəpʁɔgʁamjɔ
subodores,sybɔdɔʁ
lambrissera,lɑbʁisəʁa
vieillirai,vjejiʁɛ
murmurassiez,myʁmyʁasje
familial,familjal
ozonisait,ozɔnizɛ
désignassent,deziɲas
insolvable,ɛsɔlvabl
historicités,istɔʁisite
assoupîmes,asupim
rempoterais,ʁɑpɔtəʁɛ
privatisaient,pʁivatizɛ
biturâmes,bityʁam
rivalisera,ʁivalizəʁa
canonial,kanɔnjal
prohibitives,pʁɔibitiv
systématisez,sistematize
déifierais,deifjəʁɛ
cervelet,sɛʁvəlɛ
paralysassent,paʁalizas
zozotaient,zɔzɔtɛ
dry,dʁaj
volleyez,vɔlɛje
cherté,ʃɛʁte
vocalisas,vɔkaliza
réunifiasse,ʁeynifjas
antidatâtes,ɑtidatat
tricheuses,tʁiʃøz
armoriant,aʁmɔʁjɑ
moulinerons,mulinəʁɔ
poliçât,pɔlisɑ
fêtes,fɛt
finition,finisjɔ
métissé,metise
rodage,ʁɔdaʒ
déclasserai,deklasəʁɛ
menstruel,mɑstʁyɛl
détinssent,detɛs
béquetterions,bɛkɛtəʁjɔ
décadente,dekadɑt
dosas,doza
potinâmes,pɔtinam
ripolinerions,ʁipɔlinəʁjɔ
maximes,maksim
accélérera,akseleʁəʁa
rendort,ʁɑdɔʁ
remodèlerions,ʁəmɔdɛləʁjɔ
adressés,adʁɛse
permanenterons,pɛʁmanɑtəʁɔ
excommuniera,ɛkskɔmynjəʁa
anéantis,aneɑti
grimeras,gʁiməʁa
restructurer,ʁəstʁyktyʁe
fleurerait,flœʁəʁɛ
décommanderas,dekɔmɑdəʁa
décrotter,dekʁɔte
ventripotentes,vɑtʁipɔtɑt
projetait,pʁɔʒətɛ
griffonnes,gʁifɔn
prédestination,pʁedɛstinasjɔ
retrouvant,ʁətʁuvɑ
presqu'îles,pʁɛskil
expropries,ɛkspʁɔpʁi
bitté,bite
cessations,sɛsasjɔ
mordillent,mɔʁdij
monticule,mɔtikyl
jansénismes,ʒɑsenism
retomberont,ʁətɔbəʁɔ
moulerions,muləʁjɔ
fémorales,femɔʁal
calés,kale
déteignant,detɛɲɑ
réprouvant,ʁepʁuvɑ
engazonniez,ɑgazɔnje
frayères,fʁɛjɛʁ
attribuèrent,atʁibɥɛʁ
placebos,plasebo
hot,ʼɔt
maintiendra,mɛtjɛdʁa
réchaufferait,ʁeʃofəʁɛ
crépitasse,kʁepitas
sérança,seʁɑsa
prit,pʁi
resservîmes,ʁəsɛʁvim
bêcherais,bɛʃəʁɛ
herborisait,ɛʁbɔʁizɛ
filigranée,filigʁane
pallieriez,paljəʁje
repartisse,ʁəpaʁtis
mystifiions,mistifijɔ
roueras,ʁuʁa
beuglât,bøgla
baladaient,baladɛ
ilotes,ilɔt
favela,favɛla
locatifs,lɔkatif
dépanneuse,depanøz
omis,ɔmi
goûte,gut
boucherions,buʃəʁjɔ
relevât,ʁələvɑ
damassions,damasjɔ
scellera,seləʁa
obscurantiste,ɔpskyʁɑtist
branles,bʁɑl
tant,tɑ
cramâtes,kʁamat
T,te
convoquées,kɔvɔke
résidants,ʁezidɑ
tapineront,tapinəʁɔ
apicale,apikal
gouttâtes,gutat
joggerez,dʒɔgəʁe
enlaçassions,ɑlasasjɔ
minéralisait,mineʁalizɛ
répareriez,ʁepaʁəʁje
renfonçâtes,ʁɑfɔsɑt
obsessions,ɔpsesjɔ
surpiqué,syʁpike
enkyste,ɑkist
oscillogramme,ɔsilɔgʁam
évanouisses,evanwis
paradis,paʁadi
tableau,tablo
voyagea,vwajaʒa
désistiez,dezistje
rafles,ʁafl
bondiraient,bɔdiʁɛ
langèrent,lɑʒɛʁ
multipliât,myltiplija
briguaient,bʁigɛ
sermons,sɛʁmɔ
racer,ʁɛsœʁ
exorcisées,ɛgzɔʁsize
cantonnait,kɑtɔnɛ
remeublait,ʁəmøblɛ
polariserait,pɔlaʁizəʁɛ
éprenons,epʁənɔ
initiai,inisjɛ
rancarderont,ʁɑkaʁdəʁɔ
épucerons,epysəʁɔ
timbras,tɛbʁa
stimuleriez,stimyləʁje
élidasses,elidas
enguirlandés,ɑgiʁlɑde
calorifugée,kalɔʁifyʒe
pactisée,paktize
hisserions,ʼisəʁjɔ
frayées,fʁɛje
lierre,ljɛʁ
mémorisera,memɔʁizəʁa
carillonnées,kaʁijɔne
centralises,sɑtʁaliz
offrîmes,ɔfʁim
contractera,kɔtʁaktəʁa
matez,mate
égalisée,egalize
vilipenda,vilipɑda
Zacharie,zakaʁi
tétèrent,tetɛʁ
cochonner,kɔʃɔne
syndiquerais,sɛdikəʁɛ
sacqueront,sakəʁɔ
bravassiez,bʁavasje
tartineriez,taʁtinəʁje
tyrannisasses,tiʁanizas
enfoui,ɑfwi
garrigue,gaʁig
légiférerions,leʒifeʁəʁjɔ
colorisant,kɔlɔʁizɑ
aiglonnes,ɛglɔn
décomptez,dekɔte
panel,panɛl
traductrices,tʁadyktʁis
pétaradent,petaʁad
incuberaient,ɛkybəʁɛ
embrasseraient,ɑbʁasəʁɛ
savions,savjɔ
édulcorerions,edylkɔʁəʁjɔ
ferraillasses,fɛʁajas
commencerait,kɔmɑsəʁɛ
suçât,sysɑ
sécurisasse,sekyʁizas
amortirez,amɔʁtiʁe
opprimassions,ɔpʁimasjɔ
candi,kɑdi
frigorifiassiez,fʁigɔʁifjasje
révoltaient,ʁevɔltɛ
trémies,tʁemi
amolliriez,amɔliʁje
bredouille,bʁəduj
cotisâmes,kɔtizam
entuberons,ɑtybəʁɔ
injure,ɛʒyʁ
retentissiez,ʁətɑtisje
embusquerais,ɑbyskəʁɛ
forcissent,fɔʁsis
mouftait,muftɛ
vulcanises,vylkaniz
dépensasse,depɑsas
démangé,demɑʒe
dépannât,depana
cisaillés,sizaje
opposante,ɔpozɑt
archivaient,aʁʃivɛ
dupliqué,dyplike
bougonnerez,bugɔnəʁe
entes,ɑt
distordis,distɔʁdi
réparèrent,ʁepaʁɛʁ
méprendrez,mepʁɑdʁe
paya,pɛja
grogs,gʁɔg
filtrerai,filtʁəʁɛ
imméritée,imeʁite
fusez,fyze
mordilleras,mɔʁdijəʁa
prescriptrices,pʁɛskʁiptʁis
baye,baj
agrandit,agʁɑdi
indurerons,ɛdyʁəʁɔ
assoupissez,asupise
adjuvants,adʒyvɑ
utilisâtes,ytilizat
aèrent,aɛʁ
révoquée,ʁevɔke
supportes,sypɔʁt
déclassements,deklasmɑ
substantiviez,sypstɑtivje
reconnaîtrais,ʁəkɔnɛtʁɛ
voileriez,vwaləʁje
détériorées,deteʁjɔʁe
innerveront,inɛʁvəʁɔ
emmitouflasse,ɑmituflas
émècheraient,emɛʃəʁɛ
encanailler,ɑkanaje
domptâtes,dɔtat
chaland,ʃalɑ
rimaillerons,ʁimajəʁɔ
ignifugeriez,ignifyʒəʁje
